region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Midland County,Texas,32.0867393,31.6517408,-101.7765284,-102.2872868,31.99484593997789,-102.10159794314862,1307.3,55922.0,85.15783356248848,93.08232630913146,418969.0,1092400.0,614651.0,899644.0,2297829.0,59.0,5323493.0,14.75,1330873.25,1.4277172463036495E8,4.502342638673767E8,2.1605310994685665E8,3.528246945907654E8,8.99004314697394E8,22962.92400512695,2.0608881077327585E9,"[[0,4813],[5,10508],[10,12506],[15,10353],[20,6439],[25,3587],[30,1864],[35,1147],[40,718],[45,457],[50,424],[55,302],[60,247],[65,224],[70,180],[75,174],[80,160],[85,125],[90,129],[95,99],[100,92],[105,78],[110,71],[115,49],[120,67],[125,55],[130,55],[135,51],[140,64],[145,41],[150,33],[155,37],[160,28],[165,27],[170,28],[175,22],[180,33],[185,24],[190,25],[195,18],[200,24],[205,11],[210,12],[215,16],[220,11],[225,10],[230,30],[235,17],[240,14],[245,10],[250,10],[255,12],[260,8],[265,12],[270,14],[275,12],[280,8],[285,13],[290,9],[295,6],[300,10],[305,6],[310,2],[315,3],[320,8],[325,2],[330,7],[335,5],[340,6],[345,5],[350,2],[355,9],[360,3],[365,5],[370,7],[375,6],[380,6],[385,5],[390,2],[395,4],[400,7],[405,6],[410,6],[415,9],[420,3],[425,1],[430,1],[435,2],[440,2],[445,5],[450,7],[455,10],[460,5],[465,3],[470,2],[475,1],[480,4],[485,4],[490,1],[495,2],[500,3],[505,3],[510,5],[515,5],[520,2],[530,1],[535,1],[540,1],[545,3],[550,1],[560,2],[565,2],[570,3],[585,2],[590,3],[595,2],[600,2],[605,2],[610,1],[615,4],[620,5],[625,2],[640,2],[645,2],[650,1],[665,1],[670,2],[685,2],[695,1],[700,1],[735,2],[740,4],[745,1],[780,2],[790,1],[805,1],[810,1],[815,2],[835,4],[865,1],[880,1],[905,1],[930,1],[940,1],[955,2],[960,2],[985,1],[995,1],[1005,1],[1020,1],[1025,1],[1040,1],[1080,1],[1095,1],[1175,1],[1205,1],[1230,1],[1275,1],[1285,1],[1330,1],[1365,1],[1375,1],[1405,1],[1410,2],[1520,1],[1595,1],[1640,1],[1680,1],[1730,1],[2050,1],[2090,1],[2115,1],[2120,1],[2180,1],[2380,1],[2570,1]]",1002181.9585948074,69.0
Midland County,Michigan,43.8279367,43.4662588,-84.167439,-84.6072514,43.655080943897325,-84.28024228243223,942.65,6985.0,52.945378351350065,62.82604785033279,33984.0,122077.0,69214.0,79351.0,530139.0,34.0,834765.0,8.5,208691.25,8223805.850146484,3.465318690688477E7,1.7947677440277096E7,2.097047103550721E7,1.4910353671702272E8,8915.485644531249,2.3089867794983828E8,"[[0,1806],[5,2127],[10,1133],[15,638],[20,298],[25,139],[30,93],[35,77],[40,51],[45,55],[50,50],[55,25],[60,27],[65,21],[70,19],[75,13],[80,19],[85,22],[90,16],[95,15],[100,14],[105,7],[110,16],[115,10],[120,12],[125,10],[130,13],[135,4],[140,10],[145,11],[150,5],[155,10],[160,4],[165,6],[170,5],[175,8],[180,5],[185,3],[190,3],[195,3],[200,12],[205,2],[210,2],[215,3],[220,1],[225,5],[230,4],[235,2],[240,1],[245,4],[250,2],[255,4],[260,2],[265,4],[270,4],[275,3],[280,2],[285,2],[290,1],[295,1],[300,1],[305,5],[310,1],[315,4],[320,4],[325,3],[335,1],[345,2],[350,2],[355,3],[365,1],[375,2],[385,3],[395,1],[400,3],[405,1],[410,1],[420,4],[425,2],[430,1],[440,1],[445,2],[450,4],[455,1],[460,5],[465,1],[470,2],[475,1],[500,3],[510,1],[520,1],[525,1],[545,1],[550,1],[580,1],[585,1],[600,2],[620,1],[630,1],[650,2],[655,2],[660,1],[675,1],[710,3],[725,1],[740,1],[760,2],[775,1],[780,1],[810,1],[815,1],[875,1],[925,1],[930,1],[945,1],[980,1],[1000,1],[1010,1],[1045,1],[1090,1],[1150,1],[1255,1],[1320,1],[1340,1],[1415,1],[1460,2],[1465,1],[1665,1],[1745,1],[1760,1],[1890,1],[1925,1],[1940,1],[2005,1],[2215,1],[2365,1],[2990,1],[5020,1]]",181863.00830677996,1.0
Miller County,Arkansas,33.578356,33.0195798,-93.7080042,-94.0431016,33.42362298210816,-94.00530005760646,1072.7,11943.0,92.34986294542736,80.56529951430113,78244.0,226028.0,149472.0,170285.0,469281.0,50.0,1093310.0,12.5,273327.5,2.2030207654223632E7,7.471134383405153E7,4.4779846649694845E7,5.174849243139648E7,1.5331611784768677E8,15311.364599609375,3.4658600841705334E8,"[[0,1830],[5,2783],[10,2463],[15,1777],[20,1075],[25,568],[30,316],[35,205],[40,146],[45,99],[50,59],[55,76],[60,45],[65,44],[70,39],[75,31],[80,33],[85,9],[90,21],[95,21],[100,23],[105,19],[110,17],[115,14],[120,11],[125,9],[130,11],[135,11],[140,9],[145,9],[150,9],[155,7],[160,6],[165,5],[170,4],[175,7],[180,7],[185,8],[190,2],[195,5],[200,4],[205,4],[210,5],[215,3],[220,1],[225,3],[230,4],[235,2],[240,4],[245,4],[250,2],[255,1],[260,4],[265,3],[270,2],[285,2],[290,1],[305,1],[310,1],[315,1],[320,2],[325,3],[340,1],[345,2],[355,2],[365,1],[370,2],[375,1],[395,1],[400,2],[415,1],[420,2],[435,1],[450,1],[455,1],[460,1],[470,1],[500,1],[510,1],[515,1],[525,1],[560,1],[565,1],[645,1],[650,1],[660,1],[695,1],[700,1],[725,1],[765,1],[775,1],[805,1],[900,1],[930,1],[1005,1],[1020,1],[1025,1],[1045,1],[1055,1],[1060,1],[1080,1],[1355,2],[1640,1],[1925,1],[2145,1],[2435,1],[2845,1],[5500,1],[5665,1]]",211764.12664136908,9.0
Mills County,Iowa,41.1600327,40.903637,-95.3948345,-95.8780294,41.055848715317964,-95.7316415704402,1048.05,37.0,0.5590496156533893,92.5,157.0,556.0,537.0,830.0,246.0,43.0,2326.0,10.75,581.5,41910.48442993165,183117.0658386231,157682.83873901365,253570.3884033203,75040.32120971679,12902.843737792968,711321.0986206051,"[[0,6],[5,11],[10,8],[15,5],[20,2],[25,2],[55,2],[70,1]]",360.41732131368065,0.0
Milwaukee County,Wisconsin,43.1923515,42.8423984,-87.8279193,-88.069522,43.029545286566325,-87.96184735032654,986.0,225081.0,98.62191362389343,80.68633987912159,473328.0,3566198.0,1788713.0,2066083.0,8685100.0,26.0,1.6579422E7,6.5,4144855.5,1.193853987186218E8,1.081014539213244E9,4.871729319546844E8,5.594515323332123E8,2.537948579777087E9,7526.526916503906,4.784972981996852E9,"[[0,71903],[5,89223],[10,27858],[15,12853],[20,5934],[25,2845],[30,1723],[35,1378],[40,1113],[45,810],[50,677],[55,567],[60,522],[65,455],[70,414],[75,359],[80,334],[85,277],[90,271],[95,219],[100,236],[105,195],[110,186],[115,184],[120,154],[125,146],[130,165],[135,134],[140,145],[145,83],[150,123],[155,110],[160,98],[165,84],[170,95],[175,83],[180,74],[185,72],[190,66],[195,59],[200,68],[205,59],[210,51],[215,63],[220,52],[225,66],[230,54],[235,49],[240,63],[245,47],[250,34],[255,53],[260,48],[265,42],[270,46],[275,36],[280,25],[285,29],[290,37],[295,39],[300,35],[305,31],[310,39],[315,27],[320,25],[325,20],[330,24],[335,23],[340,24],[345,29],[350,25],[355,27],[360,29],[365,22],[370,21],[375,24],[380,21],[385,20],[390,25],[395,14],[400,18],[405,18],[410,17],[415,24],[420,21],[425,21],[430,19],[435,13],[440,17],[445,15],[450,11],[455,16],[460,18],[465,16],[470,16],[475,15],[480,13],[485,12],[490,12],[495,11],[500,10],[505,10],[510,15],[515,16],[520,15],[525,8],[530,8],[535,14],[540,8],[545,10],[550,14],[555,14],[560,13],[565,11],[570,12],[575,10],[580,8],[585,9],[590,13],[595,10],[600,8],[605,9],[610,12],[615,8],[620,7],[625,13],[630,6],[635,8],[640,9],[645,7],[650,4],[655,11],[660,8],[665,13],[670,2],[675,5],[680,4],[685,11],[690,7],[695,6],[700,5],[705,9],[710,5],[715,7],[720,8],[725,5],[730,6],[735,3],[740,6],[745,8],[750,7],[755,5],[760,3],[765,4],[770,7],[775,7],[780,6],[785,3],[790,10],[795,5],[800,7],[805,4],[810,5],[815,5],[820,2],[825,4],[830,2],[835,9],[840,5],[845,5],[850,6],[855,7],[860,2],[865,6],[870,3],[875,3],[880,3],[885,9],[890,4],[895,3],[900,1],[905,6],[910,4],[915,3],[920,3],[925,1],[930,3],[935,4],[940,1],[945,3],[950,4],[955,2],[960,2],[965,1],[975,3],[980,2],[985,8],[990,3],[995,4],[1000,3],[1005,4],[1010,1],[1015,4],[1020,6],[1025,4],[1030,5],[1040,2],[1045,4],[1050,4],[1055,4],[1060,2],[1070,2],[1075,2],[1080,4],[1085,4],[1090,6],[1095,4],[1100,1],[1105,1],[1120,2],[1125,1],[1130,1],[1135,1],[1140,4],[1145,5],[1150,2],[1155,5],[1165,2],[1170,2],[1175,1],[1180,1],[1185,2],[1190,1],[1195,3],[1205,6],[1210,2],[1220,3],[1225,3],[1230,3],[1240,5],[1245,1],[1250,2],[1255,2],[1260,8],[1265,1],[1270,2],[1275,2],[1280,2],[1285,1],[1295,1],[1300,3],[1305,1],[1310,1],[1325,3],[1335,3],[1340,2],[1345,3],[1350,4],[1365,3],[1370,2],[1375,6],[1380,2],[1385,1],[1390,3],[1395,3],[1400,1],[1405,1],[1415,1],[1420,1],[1425,2],[1430,1],[1435,2],[1450,1],[1455,4],[1460,1],[1470,2],[1480,1],[1490,3],[1495,3],[1500,2],[1505,2],[1510,2],[1515,1],[1520,1],[1525,2],[1530,1],[1540,2],[1545,1],[1550,1],[1560,1],[1570,1],[1575,1],[1580,2],[1585,1],[1595,1],[1600,1],[1605,4],[1610,4],[1615,2],[1625,5],[1630,1],[1640,3],[1645,2],[1680,1],[1685,1],[1690,3],[1695,1],[1710,2],[1715,2],[1725,3],[1760,1],[1765,2],[1775,2],[1780,2],[1785,1],[1795,4],[1800,1],[1805,1],[1815,3],[1820,1],[1825,1],[1835,1],[1840,2],[1845,1],[1860,1],[1870,1],[1875,3],[1895,1],[1905,1],[1915,1],[1920,1],[1925,1],[1945,1],[1955,1],[1960,2],[1970,4],[1975,1],[1990,2],[1995,2],[2010,1],[2020,1],[2045,1],[2060,1],[2065,3],[2090,1],[2095,2],[2105,2],[2110,1],[2125,1],[2130,2],[2150,2],[2160,1],[2170,1],[2175,2],[2180,1],[2210,1],[2215,1],[2220,1],[2230,2],[2235,2],[2245,1],[2255,1],[2260,1],[2275,2],[2280,1],[2320,1],[2325,1],[2350,1],[2365,1],[2375,1],[2385,1],[2395,1],[2410,2],[2435,1],[2440,2],[2460,1],[2470,1],[2480,1],[2490,1],[2510,1],[2520,1],[2540,2],[2555,1],[2570,1],[2620,1],[2625,1],[2630,1],[2650,2],[2655,1],[2665,1],[2670,1],[2680,1],[2695,1],[2750,1],[2770,1],[2795,1],[2810,2],[2815,2],[2830,1],[2845,1],[2865,1],[2900,1],[2985,1],[3035,1],[3040,1],[3070,1],[3100,1],[3105,1],[3110,1],[3155,1],[3205,1],[3430,1],[3665,1],[3800,2],[3825,1],[3985,1],[5460,1],[5485,1],[5815,1]]",3961027.3181558875,616.0
Mineral County,West Virginia,39.6477981,39.3179933,-78.6742994,-79.1899237,39.474934202190006,-78.89983652510199,966.4499999999999,2498.0,23.71243014650355,79.55414012738854,11492.0,29629.0,30161.0,26795.0,46299.0,39.0,144376.0,9.75,36094.0,2887571.2274108906,8899133.051409915,8382130.12210693,7209513.699340818,1.3465000725482177E7,10941.437194824219,4.084334882575073E7,"[[0,521],[5,749],[10,538],[15,377],[20,152],[25,61],[30,31],[35,16],[40,6],[45,12],[50,4],[55,1],[60,4],[65,4],[75,3],[90,2],[100,1],[105,3],[115,1],[125,1],[130,2],[175,2],[185,1],[200,1],[370,1],[660,1],[915,1],[1720,1],[2010,1]]",33812.32804842661,0.0
Minnehaha County,South Dakota,43.8485651,43.5001298,-96.4534652,-97.1289763,43.574122658214904,-96.73515570631342,1029.35,38400.0,64.7971281344796,78.50192166162401,64814.0,720276.0,417803.0,587775.0,1811855.0,40.0,3602523.0,10.0,900630.75,1.681353904785766E7,2.294867123324586E8,1.162387072936401E8,1.702446111661499E8,5.450244741709502E8,12033.50789794922,1.077808044011057E9,"[[0,8066],[5,10809],[10,8740],[15,4670],[20,1729],[25,756],[30,449],[35,354],[40,265],[45,217],[50,129],[55,146],[60,159],[65,115],[70,112],[75,95],[80,89],[85,70],[90,66],[95,88],[100,72],[105,66],[110,62],[115,42],[120,39],[125,48],[130,29],[135,32],[140,33],[145,34],[150,33],[155,31],[160,22],[165,24],[170,29],[175,26],[180,21],[185,8],[190,16],[195,18],[200,21],[205,13],[210,11],[215,17],[220,15],[225,5],[230,13],[235,6],[240,6],[245,13],[250,14],[255,10],[260,13],[265,9],[270,7],[275,2],[280,6],[285,5],[290,3],[295,8],[300,9],[305,9],[310,10],[315,3],[320,7],[325,7],[330,4],[335,5],[340,8],[345,7],[350,8],[355,8],[360,6],[365,6],[370,6],[375,3],[380,6],[385,2],[390,6],[395,5],[400,4],[405,5],[410,7],[415,3],[420,3],[425,5],[430,2],[435,1],[440,4],[445,6],[450,1],[460,7],[465,5],[470,2],[475,1],[480,3],[485,2],[490,3],[495,4],[500,3],[505,3],[510,2],[520,5],[525,2],[530,1],[535,1],[540,4],[545,2],[550,4],[555,1],[560,2],[565,4],[570,2],[575,1],[580,4],[585,3],[590,2],[595,1],[600,1],[605,1],[610,2],[615,1],[620,2],[625,1],[630,1],[645,3],[655,2],[660,2],[665,1],[670,1],[675,2],[680,1],[685,1],[690,2],[695,2],[705,1],[720,2],[725,1],[730,1],[735,2],[745,3],[760,1],[765,2],[770,1],[775,1],[780,2],[790,3],[795,1],[800,2],[810,1],[825,2],[835,1],[840,2],[845,2],[850,2],[860,2],[865,2],[870,2],[880,1],[885,1],[890,1],[895,2],[905,1],[910,2],[935,1],[940,2],[970,1],[975,1],[985,1],[995,2],[1005,1],[1010,1],[1015,1],[1025,1],[1045,2],[1065,1],[1075,1],[1085,1],[1090,1],[1100,2],[1115,2],[1120,1],[1125,1],[1135,1],[1145,1],[1150,1],[1170,1],[1235,1],[1245,1],[1290,1],[1295,1],[1310,1],[1345,2],[1350,2],[1365,1],[1455,1],[1465,1],[1490,1],[1495,1],[1525,1],[1530,1],[1555,1],[1575,2],[1620,1],[1625,1],[1650,2],[1690,1],[1700,1],[1715,1],[1735,2],[1740,1],[1750,1],[1760,1],[1810,1],[1905,1],[1925,1],[1940,1],[1945,1],[1995,1],[2075,2],[2100,1],[2145,1],[2195,1],[2210,1],[2215,1],[2335,1],[2400,1],[2515,1],[2580,1],[2650,1],[2685,1],[2980,1],[3590,1],[3655,1]]",546111.5786753778,15.0
Missoula County,Montana,47.5943186,46.6609948,-113.3032788,-114.5767313,46.882843435881384,-114.00188172464514,1008.1,24760.0,77.22357956022249,83.33613813065868,39139.0,453217.0,273471.0,326232.0,695729.0,40.0,1787788.0,10.0,446947.0,9938378.769775392,1.4043955863737795E8,7.5346278804657E7,9.065884294103391E7,2.0080506908459464E8,11473.52412109375,5.1718812823743904E8,"[[0,4900],[5,7516],[10,5225],[15,3098],[20,1424],[25,645],[30,345],[35,221],[40,160],[45,132],[50,113],[55,87],[60,81],[65,73],[70,49],[75,47],[80,39],[85,36],[90,34],[95,36],[100,24],[105,22],[110,28],[115,17],[120,20],[125,16],[130,16],[135,15],[140,17],[145,22],[150,15],[155,7],[160,9],[165,9],[170,13],[175,7],[180,8],[185,6],[190,8],[195,9],[200,2],[205,11],[210,6],[215,8],[220,4],[225,3],[230,5],[235,10],[240,5],[245,5],[250,6],[255,1],[260,3],[265,4],[270,2],[275,1],[280,4],[285,4],[290,1],[295,2],[300,3],[305,2],[310,2],[315,3],[320,1],[325,3],[335,4],[340,2],[345,3],[350,2],[355,2],[360,4],[365,4],[370,6],[375,3],[380,1],[390,5],[395,1],[400,3],[405,1],[410,3],[415,1],[420,3],[430,1],[435,2],[440,3],[460,1],[470,2],[475,2],[480,1],[485,1],[495,1],[500,1],[505,3],[520,1],[535,1],[545,1],[555,1],[565,1],[570,1],[580,1],[590,1],[595,1],[600,1],[615,1],[620,1],[625,1],[635,3],[660,1],[665,1],[695,1],[715,1],[775,1],[795,1],[810,1],[870,1],[875,1],[900,1],[1015,1],[1030,1],[1045,1],[1090,1],[1105,1],[1135,2],[1255,2],[1295,1],[1485,1],[1645,1],[1710,1],[1780,1],[1855,1],[1960,1],[2010,1],[4165,1]]",137524.63839485476,84.0
Mobile County,Alabama,31.162232,30.1876237,-87.9674192,-88.4199969,30.68172837662083,-88.17066015259094,1106.7,114299.0,78.77382423012442,80.01946247173392,835550.0,2036479.0,1578013.0,1700631.0,4457176.0,48.0,1.0607849E7,12.0,2651962.25,2.4399614803927606E8,6.880974862164671E8,4.926924019915435E8,5.2654586407478034E8,1.5096287929900632E9,15208.840612792968,3.460960693312134E9,"[[0,16683],[5,28327],[10,24603],[15,16896],[20,9865],[25,5447],[30,2811],[35,1579],[40,1035],[45,748],[50,580],[55,459],[60,389],[65,364],[70,301],[75,251],[80,267],[85,225],[90,185],[95,202],[100,201],[105,147],[110,149],[115,124],[120,118],[125,130],[130,102],[135,104],[140,87],[145,72],[150,75],[155,78],[160,64],[165,59],[170,56],[175,63],[180,39],[185,51],[190,38],[195,45],[200,30],[205,34],[210,37],[215,31],[220,28],[225,36],[230,31],[235,32],[240,27],[245,29],[250,32],[255,19],[260,30],[265,23],[270,18],[275,17],[280,16],[285,17],[290,14],[295,14],[300,10],[305,12],[310,12],[315,7],[320,7],[325,20],[330,15],[335,12],[340,13],[345,14],[350,6],[355,11],[360,7],[365,9],[370,6],[375,11],[380,9],[385,7],[390,9],[395,8],[400,5],[405,8],[410,7],[415,8],[420,9],[425,8],[430,9],[435,8],[440,6],[450,7],[455,6],[460,8],[465,4],[470,4],[475,4],[480,6],[485,6],[490,6],[495,5],[500,5],[505,5],[510,3],[515,2],[520,3],[525,5],[530,6],[535,4],[540,4],[545,6],[550,3],[555,7],[560,8],[565,5],[570,2],[575,4],[580,1],[585,1],[590,6],[595,5],[600,4],[605,3],[610,6],[615,1],[620,2],[625,2],[630,2],[635,3],[640,4],[650,2],[655,3],[660,2],[665,1],[670,2],[680,2],[685,3],[690,3],[695,5],[700,1],[705,3],[710,1],[715,1],[720,3],[725,3],[730,2],[735,1],[740,6],[745,2],[750,4],[755,2],[765,3],[770,1],[775,2],[780,2],[785,2],[790,2],[795,3],[800,2],[805,2],[810,4],[815,3],[820,6],[825,1],[830,1],[835,4],[845,1],[850,4],[855,1],[860,3],[865,2],[870,2],[875,1],[880,2],[885,1],[890,3],[895,4],[900,2],[905,2],[910,2],[915,2],[920,2],[925,2],[930,2],[935,2],[940,1],[945,1],[950,1],[955,2],[960,2],[970,1],[975,4],[980,3],[985,1],[990,1],[995,3],[1005,1],[1010,2],[1015,1],[1025,2],[1030,3],[1035,2],[1045,2],[1050,1],[1055,2],[1060,4],[1065,1],[1075,1],[1080,2],[1085,1],[1100,1],[1105,1],[1115,2],[1120,3],[1125,2],[1130,1],[1135,1],[1140,1],[1145,1],[1155,1],[1165,1],[1170,2],[1175,1],[1185,1],[1190,1],[1195,3],[1200,1],[1210,1],[1225,2],[1235,1],[1240,3],[1245,2],[1255,1],[1265,1],[1270,1],[1275,3],[1290,1],[1305,2],[1325,1],[1335,2],[1340,1],[1345,1],[1350,1],[1355,1],[1380,1],[1400,1],[1405,1],[1410,2],[1415,1],[1430,1],[1435,1],[1440,1],[1445,1],[1450,1],[1455,1],[1465,2],[1475,1],[1485,1],[1490,1],[1495,1],[1505,1],[1520,1],[1525,1],[1555,3],[1560,1],[1565,1],[1570,1],[1575,2],[1585,1],[1590,1],[1595,1],[1605,1],[1615,1],[1625,2],[1635,1],[1650,1],[1655,1],[1670,1],[1690,1],[1700,1],[1720,1],[1730,1],[1765,2],[1775,1],[1810,1],[1840,1],[1855,2],[1860,1],[1875,2],[1895,1],[1905,1],[1915,2],[1935,2],[1945,1],[1970,1],[1990,1],[1995,1],[2025,1],[2030,3],[2125,1],[2155,1],[2180,1],[2190,1],[2195,1],[2260,1],[2285,1],[2325,1],[2360,1],[2440,1],[2480,1],[2495,1],[2505,1],[2685,1],[2690,1],[2700,1],[2715,1],[2760,1],[2765,1],[2770,1],[2790,1],[2865,1],[2970,1],[2985,1],[3010,1],[3080,1],[3125,1],[3775,1],[4150,1],[4295,1],[4660,1],[4875,1]]",2057826.450541469,93.0
Mohave County,Arizona,36.9999013,34.3515566,-112.5408758,-114.7357427,34.96428682263792,-114.31866422784634,1340.45,27896.0,28.299609162420225,97.53505122198524,297842.0,528283.0,426095.0,442092.0,1021729.0,83.0,2716041.0,20.75,679010.25,1.0361128759532472E8,2.271262623782166E8,1.641393435948364E8,1.7146251380196533E8,4.052626567803343E8,32749.034912109375,1.0716020641506779E9,"[[0,799],[5,2070],[10,3970],[15,5965],[20,6357],[25,4307],[30,2111],[35,935],[40,390],[45,195],[50,127],[55,97],[60,59],[65,46],[70,36],[75,27],[80,23],[85,32],[90,26],[95,9],[100,24],[105,18],[110,8],[115,16],[120,19],[125,4],[130,6],[135,11],[140,8],[145,5],[150,5],[155,7],[160,12],[165,7],[170,6],[175,3],[180,7],[185,7],[190,6],[195,7],[200,4],[205,3],[210,5],[215,6],[220,4],[225,3],[230,2],[235,9],[240,3],[245,5],[250,2],[255,1],[260,4],[265,2],[270,2],[275,2],[280,1],[290,2],[295,1],[300,2],[305,1],[310,1],[315,3],[320,2],[330,1],[335,1],[340,1],[345,1],[350,3],[360,2],[365,1],[370,1],[375,1],[380,1],[385,2],[390,2],[395,2],[405,4],[415,2],[440,1],[450,2],[455,1],[480,1],[495,1],[510,3],[520,2],[530,1],[600,1],[630,1],[640,1],[665,1],[685,1],[780,1],[865,1],[910,1],[935,1],[985,1],[1075,1],[1170,1],[1180,1],[1255,1],[1275,1],[1305,1],[1370,1],[1655,1],[1760,1],[2195,1],[2800,1],[4395,1]]",461467.18458373833,500.0
Monmouth County,New Jersey,40.4716542,40.0827394,-73.9722475,-74.6115177,40.28362136970292,-74.14569301988897,1009.8,153939.0,84.78360777988779,78.72104321145487,340746.0,2622527.0,1775524.0,1752112.0,3182318.0,34.0,9673227.0,8.5,2418306.75,8.812801255539854E7,8.069225283202398E8,4.9886858949511117E8,4.877168636036649E8,9.459258190441407E8,9790.317431640624,2.8275618130185533E9,"[[0,35255],[5,54263],[10,32388],[15,15262],[20,5938],[25,2482],[30,1349],[35,942],[40,668],[45,543],[50,441],[55,390],[60,310],[65,304],[70,254],[75,180],[80,186],[85,181],[90,143],[95,126],[100,130],[105,110],[110,83],[115,83],[120,79],[125,83],[130,81],[135,71],[140,65],[145,46],[150,46],[155,51],[160,43],[165,37],[170,33],[175,41],[180,29],[185,38],[190,42],[195,31],[200,28],[205,43],[210,20],[215,35],[220,22],[225,30],[230,18],[235,20],[240,13],[245,16],[250,19],[255,15],[260,18],[265,15],[270,16],[275,22],[280,19],[285,16],[290,10],[295,7],[300,20],[305,8],[310,15],[315,22],[320,11],[325,5],[330,10],[335,13],[340,12],[345,7],[350,9],[355,12],[360,6],[365,7],[370,16],[375,15],[380,8],[385,11],[390,8],[395,6],[400,8],[405,10],[410,5],[415,10],[420,5],[425,3],[430,6],[435,11],[440,6],[445,7],[450,6],[455,8],[460,11],[465,6],[470,5],[475,4],[480,4],[485,7],[490,5],[495,9],[500,3],[505,8],[510,6],[515,5],[520,5],[525,6],[530,3],[535,3],[540,1],[545,9],[555,2],[560,4],[565,3],[570,1],[575,1],[580,5],[585,5],[590,6],[595,4],[600,3],[605,6],[610,3],[615,2],[620,4],[625,5],[635,2],[640,3],[645,1],[650,2],[655,4],[660,1],[665,1],[670,2],[675,4],[680,3],[685,1],[690,3],[695,2],[700,3],[705,5],[710,3],[715,2],[720,3],[725,2],[730,4],[735,2],[740,3],[745,4],[750,3],[755,5],[760,1],[765,3],[770,2],[775,1],[780,1],[785,2],[790,2],[795,2],[800,2],[805,3],[815,1],[820,2],[825,3],[830,2],[835,2],[845,3],[850,1],[855,1],[860,1],[865,2],[870,2],[880,1],[890,1],[895,3],[900,2],[905,2],[910,1],[915,1],[920,1],[925,1],[930,1],[935,1],[940,1],[945,1],[960,3],[965,1],[980,1],[985,2],[990,2],[995,1],[1005,2],[1015,1],[1020,1],[1040,2],[1050,2],[1055,3],[1060,1],[1065,1],[1075,2],[1080,3],[1090,2],[1095,1],[1115,1],[1130,1],[1145,1],[1150,1],[1155,2],[1165,2],[1175,1],[1195,1],[1205,1],[1210,3],[1215,3],[1245,1],[1250,2],[1260,2],[1275,2],[1280,1],[1285,1],[1310,1],[1325,1],[1375,1],[1405,2],[1420,3],[1430,2],[1435,1],[1440,1],[1450,1],[1465,1],[1470,1],[1475,1],[1480,1],[1495,1],[1505,1],[1510,1],[1520,1],[1525,1],[1555,1],[1560,1],[1565,1],[1615,1],[1620,3],[1655,1],[1660,1],[1670,1],[1675,2],[1715,1],[1740,1],[1760,1],[1765,1],[1775,1],[1795,1],[1810,2],[1815,1],[1830,1],[1855,1],[1875,1],[1895,1],[1920,1],[1930,2],[1935,1],[1975,1],[2005,1],[2065,1],[2090,1],[2120,1],[2185,1],[2200,1],[2245,1],[2340,1],[2655,1],[2820,1],[2860,1],[2865,1],[3050,1],[3075,1],[3320,1],[4020,1],[4930,1]]",1796780.387042505,355.0
Monongalia County,West Virginia,39.721165,39.4417662,-79.7639727,-80.4155908,39.634254381028335,-79.96589592955456,952.0,19564.0,66.18641737695903,81.27284812229976,112175.0,283558.0,224071.0,245132.0,594556.0,36.0,1459492.0,9.0,364873.0,2.7914241273205567E7,8.357208732816169E7,6.015996884303591E7,6.633316455967407E7,1.7021744977463987E8,9761.185217285156,4.081969117787168E8,"[[0,4663],[5,6133],[10,3488],[15,1921],[20,974],[25,496],[30,327],[35,225],[40,232],[45,141],[50,90],[55,90],[60,71],[65,65],[70,56],[75,41],[80,42],[85,39],[90,30],[95,30],[100,22],[105,13],[110,23],[115,24],[120,16],[125,18],[130,15],[135,13],[140,11],[145,9],[150,4],[155,8],[160,14],[165,9],[170,4],[175,3],[180,7],[185,5],[190,7],[195,2],[200,4],[205,4],[210,3],[215,7],[220,6],[225,7],[230,2],[235,3],[240,6],[245,9],[250,2],[255,2],[260,1],[265,1],[270,5],[275,3],[280,5],[285,2],[290,5],[295,5],[300,1],[305,1],[310,4],[320,2],[330,1],[335,2],[340,1],[345,1],[360,2],[365,2],[375,2],[380,2],[385,2],[395,1],[400,2],[405,2],[410,3],[415,1],[420,2],[425,3],[435,3],[440,1],[450,2],[455,2],[465,3],[470,1],[475,1],[485,2],[505,1],[510,1],[520,1],[530,1],[560,1],[565,1],[570,1],[585,1],[600,1],[605,1],[610,1],[640,1],[650,1],[670,1],[675,1],[685,1],[690,3],[720,1],[745,1],[750,2],[755,1],[805,1],[810,1],[840,1],[845,1],[885,1],[900,1],[905,1],[910,1],[945,1],[950,2],[1040,1],[1075,2],[1115,1],[1160,1],[1205,1],[1340,1],[1700,1],[1895,1],[1920,1],[1935,1],[2285,1],[2385,1],[4280,1]]",337927.4297095529,7.0
